model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A Class,2017,12750,Manual,60294,Diesel,20,68.9,1.5
 A Class,2019,18990,Automatic,8831,Diesel,145,65.7,1.5
 C Class,2014,15990,Automatic,40997,Diesel,125,60.1,2.1
 M Class,2013,15250,Automatic,56164,Diesel,200,44.8,2.1
 CL Class,2015,13991,Manual,83245,Petrol,125,50.4,1.6
 A Class,2017,15637,Manual,19733,Petrol,125,51.4,1.6
 CLS Class,2013,11999,Automatic,43393,Diesel,160,53.3,2.1
 C Class,2018,18999,Automatic,24863,Petrol,145,50.4,2
 CL Class,2015,16091,Automatic,50500,Diesel,20,67.3,2.1
 GLA Class,2014,16490,Automatic,47550,Petrol,200,42.8,2
 C Class,2015,11500,Manual,42918,Petrol,125,53.3,2
 GLA Class,2015,16995,Automatic,46073,Diesel,20,67.3,2.1
 C Class,2018,22595,Automatic,14389,Diesel,145,67.3,2.1
 E Class,2017,32695,Automatic,20000,Petrol,145,33.6,3
 A Class,2015,11195,Manual,42830,Diesel,20,72.4,1.5
 A Class,2013,13595,Automatic,48000,Petrol,160,44.1,2
 A Class,2019,20998,Automatic,3720,Petrol,150,28.5,1.3
 C Class,2014,10290,Automatic,79216,Diesel,145,53.3,2.1
 V Class,2018,29998,Automatic,40479,Diesel,145,45.6,2.2
 SLK Class,2014,12998,Automatic,32171,Diesel,145,56.5,2
 GLA Class,2016,17117,Automatic,15821,Diesel,125,56.6,2.1
 A Class,2018,20370,Automatic,14729,Petrol,145,53.3,1.3
 A Class,2017,14500,Manual,53901,Diesel,20,68.9,1.5
 B Class,2017,15282,Automatic,22414,Diesel,20,67.3,2.1
 C Class,2014,15894,Automatic,33896,Diesel,30,64.2,2.1
 GLC Class,2016,22994,Automatic,54117,Diesel,125,56.5,2.1
 C Class,2015,15495,Automatic,37200,Diesel,20,64.2,2.1
 A Class,2014,11595,Automatic,40000,Diesel,20,68.9,1.5
 GLC Class,2016,23500,Automatic,20335,Diesel,125,56.5,2.1
 A Class,2017,15000,Manual,34449,Petrol,150,51.4,1.6
 C Class,2013,23000,Automatic,43442,Petrol,580,23,6.2
 CLS Class,2014,14000,Automatic,32757,Diesel,145,54.3,2.1
 A Class,2018,26995,Automatic,29724,Petrol,145,40.9,2
 A Class,2017,16565,Automatic,18398,Petrol,145,53.3,1.6
 V Class,2017,16990,Manual,49532,Diesel,145,46.3,2.1
 C Class,2015,14850,Automatic,44458,Diesel,30,64.2,2.1
 A Class,2018,17291,Manual,17250,Petrol,145,51.4,1.6
 C Class,2014,11133,Automatic,61616,Diesel,145,56.5,2.1
 GLA Class,2016,16452,Automatic,52485,Diesel,125,56.6,2.1
 C Class,2017,18990,Automatic,37730,Diesel,150,64.2,2.1
 A Class,2014,13290,Automatic,48621,Diesel,20,68.9,2.1
 CL Class,2017,18822,Automatic,28650,Diesel,20,67.3,2.1
 GLA Class,2015,14990,Manual,32028,Diesel,20,62.8,2.1
 A Class,2018,15095,Manual,13000,Petrol,145,51.4,1.6
 A Class,2013,9995,Manual,74125,Diesel,20,72.4,1.5
 CL Class,2017,17820,Automatic,5042,Diesel,145,67.3,2.1
 GLE Class,2017,29998,Automatic,23747,Diesel,150,42.8,3
 GLC Class,2017,27998,Automatic,18983,Diesel,145,56.5,2.1
 GLC Class,2017,25998,Automatic,30859,Diesel,145,56.5,2.1
 A Class,2017,13990,Automatic,61647,Diesel,20,74.3,1.5
 CL Class,2016,22990,Automatic,6662,Petrol,200,42.8,2
 CL Class,2015,18170,Automatic,16317,Diesel,20,62.8,2.1
 A Class,2015,13046,Manual,43531,Diesel,20,70.6,1.5
 CL Class,2016,17261,Manual,15583,Diesel,30,65.7,2.1
 GLA Class,2014,15490,Automatic,46123,Diesel,145,55.4,2.1
 A Class,2019,25980,Automatic,5666,Diesel,145,67.3,1.5
 GLC Class,2019,59980,Automatic,5036,Petrol,145,26.4,4
 V Class,2019,44980,Automatic,16,Diesel,145,36.2,2
 GLC Class,2019,36980,Automatic,2704,Diesel,145,40.9,2
 GLA Class,2019,26980,Automatic,11937,Petrol,145,48.7,1.6
 GLC Class,2020,49980,Automatic,3999,Petrol,145,26.4,3
 GLS Class,2020,76980,Automatic,3999,Diesel,145,30.4,3
 GLC Class,2020,39980,Automatic,3999,Petrol,145,32.1,2
 GLC Class,2019,37980,Automatic,3999,Diesel,145,40.9,2
 GLC Class,2020,35980,Automatic,3999,Diesel,145,44.8,2
 E Class,2015,17802,Automatic,32533,Diesel,125,56.5,2.1
 V Class,2019,25000,Manual,100,Diesel,145,46.3,2.1
 V Class,2019,23750,Automatic,19735,Diesel,145,48.7,2.1
 E Class,2017,22250,Automatic,19225,Diesel,145,61.4,2
 GLE Class,2019,48980,Automatic,6016,Diesel,145,36.7,2
 GLC Class,2019,32000,Automatic,3917,Diesel,145,47.9,2
 GLC Class,2020,49980,Automatic,3999,Petrol,145,26.4,3
 GLE Class,2018,44980,Automatic,8976,Diesel,145,36.7,3
 S Class,2019,47980,Automatic,10655,Diesel,145,52.3,3
 E Class,2019,25780,Automatic,14771,Diesel,145,72.4,2
 C Class,2018,22680,Automatic,7470,Diesel,145,61.4,2
 GLE Class,2019,49480,Automatic,4468,Diesel,145,36.7,2
 GLS Class,2018,47980,Automatic,5376,Diesel,145,37.2,3
 GLC Class,2017,25980,Automatic,36276,Diesel,125,56.5,2.1
 CL Class,2016,14980,Manual,56245,Diesel,20,67.3,2.1
 CLS Class,2016,19980,Automatic,44029,Diesel,125,57.7,2.1
 GLE Class,2018,42980,Automatic,6426,Diesel,145,36.7,3
 E Class,2019,33480,Automatic,4422,Diesel,145,42.8,2
 C Class,2019,20980,Automatic,13645,Diesel,145,61.4,2
 A Class,2019,22980,Automatic,14983,Diesel,145,67.3,1.5
 C Class,2019,24980,Automatic,6539,Petrol,145,45.6,1.5
 C Class,2019,25980,Automatic,6206,Petrol,145,45.6,1.5
 GLA Class,2018,25480,Automatic,12695,Diesel,145,56.5,2.1
 C Class,2019,28480,Automatic,2584,Petrol,145,44.1,2
 C Class,2019,24980,Automatic,4363,Petrol,145,45.6,1.5
 C Class,2019,29980,Automatic,9109,Diesel,145,57.7,2
 B Class,2018,19480,Automatic,7923,Diesel,145,68.9,2.1
 C Class,2019,28780,Automatic,26075,Petrol,145,44.1,1.5
 SLK Class,2015,17480,Automatic,31023,Diesel,30,70.6,2
 E Class,2015,17480,Automatic,32093,Diesel,145,54.3,3
 SLK Class,2016,15280,Automatic,33534,Diesel,30,70.6,2
 C Class,2016,18480,Automatic,25996,Diesel,30,64.2,2.1
 E Class,2019,25780,Automatic,12994,Diesel,145,72.4,2
 C Class,2020,30480,Automatic,16,Diesel,145,64.2,2
 C Class,2020,30480,Automatic,16,Diesel,145,64.2,2
 E Class,2019,34980,Automatic,6306,Diesel,145,70.6,2
 A Class,2019,24980,Automatic,249,Diesel,145,56.5,2
 C Class,2019,30480,Automatic,249,Diesel,145,64.2,2
 C Class,2019,31000,Automatic,13,Diesel,145,64.2,2
 GLE Class,2019,49980,Automatic,2010,Diesel,145,36.7,2
 GLA Class,2018,23480,Automatic,10312,Diesel,145,56.5,2.1
 CL Class,2017,30980,Automatic,21831,Petrol,145,40.9,2
 E Class,2018,29980,Automatic,3421,Diesel,145,57.7,2
 E Class,2014,14500,Automatic,31117,Diesel,125,57.7,2.1
 B Class,2013,7491,Manual,65514,Petrol,150,47.9,1.6
 E Class,2016,19402,Automatic,18217,Petrol,160,45.6,2
 M Class,2014,17050,Automatic,73181,Diesel,300,39.2,3
 A Class,2013,10090,Manual,45130,Petrol,145,49.6,1.6
 C Class,2018,22500,Automatic,10514,Petrol,145,46.3,1.5
 CLS Class,2018,33000,Automatic,18559,Diesel,145,48.7,2.9
 E Class,2018,29980,Automatic,7806,Diesel,145,51.4,3
 A Class,2019,19250,Automatic,14666,Diesel,145,68.9,1.5
 C Class,2018,27500,Automatic,12234,Diesel,145,57.7,2
 A Class,2019,23880,Automatic,6515,Petrol,145,53.3,1.3
 GLC Class,2019,30980,Automatic,9469,Diesel,145,56.5,2.1
 E Class,2019,25780,Automatic,14228,Diesel,145,72.4,2
 E Class,2019,24780,Automatic,14277,Diesel,145,72.4,2
 GLE Class,2017,28980,Automatic,34929,Diesel,145,42.8,3
 E Class,2019,24995,Automatic,6308,Diesel,145,67.3,2
 A Class,2017,18495,Automatic,15734,Diesel,145,68.9,2.1
 C Class,2019,39995,Automatic,9293,Petrol,145,28.5,3
 GLC Class,2018,37900,Automatic,17609,Petrol,145,34,3
 C Class,2020,44995,Automatic,250,Petrol,145,42.2,2
 GLE Class,2020,56995,Automatic,4254,Diesel,145,32.5,2.9
 C Class,2017,23995,Automatic,33867,Diesel,150,58.9,2.1
 GLC Class,2019,27995,Automatic,6563,Diesel,150,41.5,2.1
 GLE Class,2020,59995,Automatic,4000,Diesel,150,32.5,2.9
 E Class,2017,28995,Automatic,27442,Diesel,150,51.4,3
 C Class,2017,16995,Automatic,30256,Diesel,145,64.2,2.1
 SL CLASS,2020,39995,Automatic,250,Petrol,145,35.8,2
 GLB Class,2020,39995,Automatic,1912,Diesel,145,44.8,2
 GLE Class,2020,67495,Automatic,1500,Petrol,145,29.5,3
 GLA Class,2020,28995,Automatic,250,Petrol,145,35.8,1.6
 B Class,2017,13995,Automatic,27000,Diesel,145,68.9,2.1
 A Class,2015,22995,Automatic,37500,Petrol,200,40.9,2
 GLE Class,2020,59995,Automatic,3526,Diesel,145,32.5,2.9
 CL Class,2018,19995,Manual,11225,Petrol,145,51.4,1.6
 B Class,2016,16495,Automatic,11000,Diesel,20,68.9,2.1
 GLA Class,2014,14750,Automatic,38261,Diesel,145,55.4,2.1
 A Class,2016,18995,Automatic,26251,Diesel,20,68.9,2.1
 E Class,2017,20291,Automatic,33729,Diesel,145,72.4,2
 A Class,2016,11999,Automatic,51831,Petrol,125,53.3,1.6
 C Class,2015,14440,Automatic,30380,Diesel,20,64.2,2.1
 X Class,2019,30991,Automatic,8107,Diesel,260,35.8,2.3
 X Class,2019,25491,Automatic,5981,Diesel,265,35.8,2.3
 V Class,2019,20391,Automatic,18266,Diesel,150,48.7,2.1
 V Class,2020,24791,Automatic,303,Diesel,150,39.8,2.1
 X Class,2019,22995,Automatic,10996,Diesel,260,35.8,2.3
 C Class,2019,26789,Automatic,4680,Petrol,145,45.6,1.5
 GLA Class,2015,16395,Automatic,35445,Diesel,125,55.4,2.1
 B Class,2017,16495,Automatic,15578,Diesel,145,68.9,2.1
 GLE Class,2016,39844,Automatic,13087,Petrol,325,31.7,3
 C Class,2014,20495,Automatic,10,Diesel,20,64.2,2.1
 GLA Class,2019,24995,Automatic,7489,Petrol,145,48.7,1.6
 E Class,2019,25495,Automatic,14777,Diesel,145,67.3,2
 V Class,2019,40995,Automatic,7415,Diesel,145,45.6,2.2
 C Class,2016,29995,Automatic,33977,Petrol,260,35.3,3
 C Class,2017,16495,Automatic,30807,Diesel,30,64.2,2.1
 CL Class,2016,15498,Manual,75865,Diesel,20,67.3,2.1
 C Class,2016,19170,Automatic,35620,Petrol,125,52.3,2
 E Class,2016,18280,Automatic,40184,Diesel,30,65.7,2
 CL Class,2015,17707,Automatic,29980,Petrol,200,42.8,2
 C Class,2016,14057,Manual,21443,Diesel,20,70.6,1.6
 A Class,2018,16130,Manual,18570,Diesel,145,68.9,1.5
 C Class,2018,21160,Automatic,13800,Diesel,145,61.4,2.1
 X Class,2018,27950,Automatic,7968,Diesel,265,35.8,2.3
 A Class,2016,15277,Automatic,46473,Diesel,20,74.3,1.5
 CL Class,2016,19470,Automatic,22893,Diesel,125,58.9,2.1
 X Class,2019,37891,Automatic,303,Diesel,265,31.4,3
 X Class,2017,20995,Automatic,44632,Diesel,265,35.8,2.3
 B Class,2017,17480,Automatic,16345,Petrol,125,51.4,1.6
 GLE Class,2019,49500,Automatic,3644,Diesel,145,36.7,2
 GLA Class,2017,21980,Automatic,8046,Diesel,145,56.5,2.1
 A Class,2019,18480,Automatic,18086,Diesel,145,65.7,1.5
 C Class,2019,25980,Automatic,11395,Petrol,145,46.3,1.5
 A Class,2019,19480,Automatic,10969,Diesel,145,68.9,1.5
 C Class,2019,29000,Automatic,5937,Petrol,145,44.1,1.5
 E Class,2018,24000,Automatic,5904,Diesel,145,61.4,2
 A Class,2017,14295,Manual,25945,Diesel,150,72.4,1.5
 C Class,2019,28995,Automatic,5196,Diesel,145,57.7,2
 C Class,2016,17998,Automatic,6043,Diesel,30,64.2,1.6
 E Class,2015,15998,Automatic,21284,Diesel,125,61.4,2.1
 CLS Class,2016,19998,Automatic,28925,Diesel,125,57.7,2.1
 B Class,2019,20698,Automatic,12244,Petrol,145,45.6,1.3
 GLE Class,2018,39998,Automatic,15711,Diesel,145,39.2,3
 C Class,2016,19698,Automatic,13115,Hybrid,0,134.5,2
 V Class,2018,21798,Manual,15323,Diesel,150,46.3,2.1
 SL CLASS,2016,18498,Automatic,26676,Diesel,30,70.6,2.1
 E Class,2017,20995,Automatic,32497,Diesel,20,67.3,2
 A Class,2018,20995,Automatic,14900,Petrol,145,53.3,1.3
 M Class,2015,23995,Automatic,30657,Diesel,200,39.2,2.1
 A Class,2018,20999,Automatic,8551,Petrol,145,53.3,1.3
 E Class,2019,25999,Automatic,3900,Diesel,145,72.4,2
 C Class,2019,28999,Automatic,6700,Diesel,145,56.5,2
 GLC Class,2020,43995,Automatic,4999,Diesel,150,44.8,2
 CL Class,2019,26795,Automatic,5896,Petrol,150,38.2,2
 SL CLASS,2016,52990,Automatic,21681,Petrol,565,28,5.5
 A Class,2017,16495,Automatic,14427,Petrol,145,53.3,1.6
 C Class,2017,21495,Automatic,17442,Diesel,145,58.9,2.1
 GLC Class,2020,42495,Automatic,3750,Petrol,145,31.7,2
 SL CLASS,2019,51995,Automatic,3500,Petrol,145,36.7,3
 A Class,2020,29995,Automatic,2000,Petrol,145,40.9,2
 C Class,2015,17495,Automatic,33425,Diesel,30,64.2,2.1
 C Class,2019,67495,Automatic,700,Petrol,145,28,4
 B Class,2017,13999,Automatic,26704,Diesel,145,68.9,2.1
 V Class,2018,19000,Manual,39292,Diesel,145,46.3,2.1
 V Class,2019,47999,Automatic,999,Diesel,145,36.7,2
 V Class,2019,47999,Automatic,999,Diesel,145,36.7,2
 V Class,2019,43990,Automatic,2753,Diesel,145,36.7,2
 GLC Class,2019,30999,Automatic,4588,Diesel,145,47.9,2
 E Class,2014,14499,Automatic,33702,Diesel,145,54.3,2.1
 C Class,2019,24999,Automatic,14822,Petrol,145,47.1,1.5
 C Class,2019,24999,Automatic,11574,Petrol,145,45.6,1.5
 C Class,2019,23499,Automatic,14651,Petrol,145,44.1,1.5
 C Class,2019,25499,Automatic,13896,Petrol,145,46.3,1.5
 C Class,2019,29999,Automatic,5283,Diesel,145,57.7,2
 X Class,2019,29000,Automatic,4000,Diesel,260,35.8,2.3
 B Class,2019,24499,Automatic,1598,Diesel,145,55.4,2
 B Class,2019,23999,Automatic,2184,Diesel,145,55.4,2
 C Class,2019,30500,Automatic,4999,Petrol,145,44.8,1.6
 A Class,2019,26250,Automatic,499,Petrol,145,53.3,1.3
 A Class,2019,24999,Automatic,1720,Petrol,145,53.3,1.3
 B Class,2019,26999,Automatic,4999,Diesel,145,55.4,2
 C Class,2019,31999,Automatic,4999,Diesel,145,64.2,2
 C Class,2019,30999,Automatic,4999,Petrol,145,46.3,1.5
 C Class,2019,32495,Automatic,4999,Diesel,145,51.4,2
 GLC Class,2019,31999,Automatic,6222,Diesel,145,44.8,2
 E Class,2019,32999,Automatic,7626,Diesel,145,45.6,2
 C Class,2019,32499,Automatic,2767,Diesel,145,55.4,2
 C Class,2019,38999,Automatic,4300,Petrol,145,30.4,3
 C Class,2019,28799,Automatic,3489,Petrol,145,44.8,1.6
 B Class,2019,23299,Automatic,1650,Diesel,145,55.4,2
 C Class,2017,22995,Automatic,38471,Diesel,145,67.3,2.1
 GLA Class,2018,20799,Automatic,11370,Diesel,145,56.5,2.1
 GLC Class,2020,42999,Automatic,4999,Diesel,145,40.9,2
 A Class,2019,24999,Automatic,2163,Petrol,145,53.3,1.3
 E Class,2016,20995,Automatic,19027,Diesel,30,65.7,2
 E Class,2013,9300,Automatic,62999,Diesel,145,55.4,2.1
 A Class,2016,16896,Manual,11633,Diesel,20,68.9,1.5
 A Class,2017,15361,Manual,29941,Diesel,30,62.8,2.1
 A Class,2013,10241,Manual,54587,Diesel,30,62.8,1.8
 B Class,2017,15770,Automatic,8830,Diesel,150,68.9,1.5
 GLA Class,2015,16000,Automatic,27146,Diesel,20,67.3,2.1
 CL Class,2016,19431,Automatic,19996,Diesel,20,67.3,2.1
 C Class,2017,25494,Automatic,20380,Diesel,30,65.7,2.1
 A Class,2015,15500,Automatic,33330,Diesel,20,68.9,2.1
 GLC Class,2018,30498,Automatic,19287,Diesel,145,56.5,2.1
 C Class,2016,18998,Automatic,26372,Hybrid,0,134.5,2
 C Class,2017,18998,Automatic,23771,Diesel,145,64.2,2.1
 C Class,2016,10998,Manual,83786,Diesel,20,72.4,1.6
 C Class,2017,18498,Automatic,48404,Hybrid,0,134.5,2
 C Class,2016,13698,Automatic,86965,Hybrid,0,134.5,2
 B Class,2017,14998,Automatic,35895,Petrol,150,51.4,1.6
 C Class,2017,14698,Manual,59038,Diesel,20,70.6,2.1
 C Class,2016,13498,Manual,32174,Diesel,20,70.6,2.1
 C Class,2015,15999,Automatic,39195,Hybrid,0,78.5,2.1
 GLA Class,2018,20999,Automatic,11261,Diesel,145,56.5,2.1
 GLC Class,2019,34699,Automatic,9889,Diesel,145,56.5,2.1
 GLA Class,2019,24999,Automatic,10900,Petrol,145,36.2,1.6
 A Class,2019,24050,Automatic,8118,Petrol,145,53.3,1.3
 C Class,2020,41999,Automatic,4999,Petrol,145,28.8,3
 GLC Class,2019,38999,Automatic,6148,Diesel,145,40.9,2
 GLC Class,2020,42995,Automatic,999,Petrol,145,32.1,2
 C Class,2019,36999,Automatic,499,Petrol,145,44.1,1.5
 GLA Class,2019,25990,Automatic,2182,Petrol,145,35.8,1.6
 C Class,2017,17850,Automatic,40202,Diesel,145,60.1,2.1
 C Class,2018,20990,Automatic,19650,Petrol,145,47.9,2
 GLA Class,2016,18850,Automatic,21429,Diesel,125,56.5,2.1
 B Class,2014,10195,Automatic,58000,Diesel,30,60.1,1.8
 CL Class,2016,15995,Manual,56299,Diesel,20,67.3,2.1
 E Class,2016,19399,Automatic,55407,Diesel,30,65.7,2
 S Class,2017,30291,Automatic,30272,Diesel,145,50.4,3
 V Class,2018,18000,Manual,21749,Diesel,145,46.3,2.1
 C Class,2015,12999,Manual,18766,Petrol,125,53.3,2
 GLC Class,2017,25998,Automatic,46453,Diesel,145,56.5,2.1
 GLE Class,2016,32998,Automatic,47181,Diesel,300,39.2,3
 A Class,2019,19980,Automatic,16675,Diesel,145,68.9,1.5
 A Class,2019,19250,Automatic,14965,Diesel,145,68.9,1.5
 GLS Class,2019,47980,Automatic,9977,Diesel,145,37.2,3
 GLC Class,2019,34980,Automatic,10913,Diesel,145,44.8,2
 GLC Class,2019,32480,Automatic,2566,Diesel,145,44.8,2
 C Class,2019,28480,Automatic,11253,Diesel,145,56.5,2
 CL Class,2019,27480,Automatic,11408,Diesel,145,51.4,2.2
 SL CLASS,2017,18250,Automatic,30266,Diesel,30,70.6,2.1
 SLK Class,2015,14995,Automatic,37265,Diesel,30,70.6,2
 C Class,2015,13260,Automatic,79950,Hybrid,0,76.4,2.1
 C Class,2018,18450,Automatic,30460,Diesel,145,61.4,2.1
 C Class,2015,17250,Automatic,20720,Diesel,30,64.2,2.1
 C Class,2015,18610,Automatic,14750,Diesel,30,64.2,2.1
 A Class,2014,9853,Manual,63381,Diesel,30,62.8,1.8
 C Class,2016,18790,Automatic,25250,Hybrid,0,134.5,2
 E Class,2015,14150,Automatic,44000,Diesel,125,57.7,2.1
 C Class,2017,17300,Automatic,27420,Diesel,145,65.7,1.6
 A Class,2019,22980,Automatic,14868,Diesel,145,67.3,1.5
 GLC Class,2019,31980,Automatic,10959,Diesel,145,42.2,2.1
 A Class,2016,14980,Manual,38014,Diesel,30,65.7,2.1
 A Class,2018,19500,Automatic,10412,Petrol,145,53.3,1.3
 GLE Class,2017,29500,Automatic,34915,Diesel,145,42.8,3
 GLE Class,2016,27995,Automatic,48956,Diesel,260,42.8,3
 C Class,2019,26500,Automatic,6902,Petrol,145,45.6,1.5
 GLC Class,2018,29495,Automatic,12718,Diesel,145,56.5,2.1
 GLA Class,2017,23250,Automatic,17963,Diesel,145,56.5,2.1
 C Class,2019,31650,Automatic,4216,Petrol,145,44.1,2
 A Class,2018,20750,Automatic,10236,Petrol,145,53.3,1.3
 C Class,2016,21750,Automatic,15664,Petrol,125,51.4,2
 C Class,2017,27995,Automatic,4495,Petrol,145,47.1,2
 C Class,2019,18998,Automatic,14006,Petrol,145,46.3,1.5
 C Class,2017,19498,Automatic,46889,Hybrid,0,134.5,2
 CLS Class,2015,20498,Automatic,33087,Diesel,165,51.4,3
 SLK Class,2013,10498,Automatic,44226,Diesel,145,56.5,2
 C Class,2015,18498,Automatic,29817,Diesel,30,64.2,2.1
 C Class,2015,15298,Automatic,59925,Hybrid,0,134.5,2
 C Class,2016,17400,Automatic,27036,Hybrid,0,134.5,2
 E Class,2018,21495,Automatic,36563,Diesel,150,72.4,2
 GLA Class,2017,19499,Automatic,19204,Diesel,145,64.2,2.1
 GLC Class,2019,34990,Automatic,8048,Diesel,145,56.5,2.1
 C Class,2019,26999,Automatic,3218,Diesel,145,58.9,1.6
 C Class,2019,30499,Automatic,11159,Diesel,145,54.3,2
 C Class,2019,25799,Automatic,7508,Diesel,145,64.2,2
 C Class,2017,18999,Automatic,9198,Petrol,145,50.4,2
 C Class,2019,31299,Automatic,4233,Diesel,145,64.2,2
 GLA Class,2016,18750,Automatic,30142,Diesel,125,56.5,2.1
 C Class,2017,23295,Automatic,25876,Diesel,125,58.9,2.1
 C Class,2019,31995,Automatic,7992,Diesel,145,57.7,2
 GLC Class,2016,25299,Automatic,32000,Diesel,125,56.5,2.1
 A Class,2018,20995,Automatic,9654,Petrol,145,53.3,1.3
 C Class,2017,24995,Automatic,19500,Diesel,150,58.9,2.1
 GLA Class,2019,25995,Automatic,4538,Petrol,150,48.7,1.6
 A Class,2019,27995,Automatic,1989,Petrol,150,45.6,2
 GLA Class,2019,23995,Automatic,12493,Petrol,150,50.4,1.6
 C Class,2017,23995,Automatic,14120,Diesel,20,67.3,2.1
 CL Class,2015,15995,Automatic,26000,Diesel,20,62.8,2.1
 GLS Class,2016,36495,Automatic,33000,Diesel,300,37.2,3
 C Class,2017,22495,Automatic,12028,Diesel,145,58.9,2.1
 E Class,2019,24995,Automatic,14808,Diesel,145,67.3,2
 GLE Class,2016,31995,Automatic,2933,Diesel,200,47.9,2.1
 S Class,2019,59995,Automatic,2000,Diesel,145,48.7,3
 C Class,2019,28995,Automatic,4505,Diesel,145,61.4,2
 E Class,2019,45995,Automatic,922,Diesel,145,47.1,3
 S Class,2019,55995,Automatic,100,Diesel,145,52.3,3
 E Class,2019,24995,Automatic,5352,Diesel,145,67.3,2
 B Class,2019,24995,Automatic,3925,Diesel,145,55.4,2
 S Class,2018,89995,Automatic,2928,Petrol,145,31.7,4
 C Class,2017,20995,Automatic,19750,Diesel,125,58.9,2.1
 C Class,2017,46995,Automatic,24347,Petrol,145,32.8,4
 GLE Class,2019,52495,Automatic,6880,Diesel,145,32.8,3
 E Class,2019,44995,Automatic,750,Diesel,145,47.1,3
 GLC Class,2019,39995,Automatic,4750,Diesel,145,40.9,2
 C Class,2019,32995,Automatic,4500,Diesel,145,64.2,2
 CL Class,2017,33995,Automatic,11043,Petrol,145,40.9,2
 GLA Class,2016,21750,Automatic,3160,Diesel,125,56.6,2.1
 CL Class,2018,19695,Automatic,19193,Petrol,145,53.3,1.6
 GLC Class,2016,24500,Automatic,20242,Diesel,125,56.5,2.1
 SLK Class,2015,16995,Automatic,14125,Petrol,145,47.9,2
 E Class,2017,22750,Automatic,20737,Diesel,145,65.7,2
 C Class,2017,24750,Automatic,14776,Petrol,145,44.1,2
 A Class,2017,27750,Automatic,17726,Petrol,145,40.9,2
 C Class,2018,19995,Automatic,2077,Diesel,145,65.7,1.6
 C Class,2019,36995,Automatic,100,Petrol,145,44.1,1.5
 E Class,2019,36500,Automatic,3877,Petrol,145,33.7,2
 C Class,2019,37250,Automatic,3147,Diesel,145,61.4,2
 A Class,2017,18995,Automatic,23130,Diesel,20,68.9,2.1
 A Class,2017,15995,Automatic,38530,Diesel,145,68.9,2.1
 GLC Class,2016,21995,Automatic,44759,Diesel,125,56.5,2.1
 GLA Class,2016,17995,Automatic,56564,Diesel,30,64.2,2.1
 GLC Class,2018,34995,Automatic,5551,Diesel,145,56.5,2.1
 SL CLASS,2019,34000,Automatic,1001,Petrol,145,47.1,2
 C Class,2019,19995,Automatic,13071,Petrol,145,46.3,1.5
 C Class,2019,31799,Automatic,6805,Petrol,145,42.2,2
 C Class,2019,23295,Automatic,15312,Diesel,145,61.4,2
 C Class,2019,23995,Automatic,14141,Petrol,145,46.3,1.5
 V Class,2019,44999,Automatic,3337,Diesel,145,44.8,2.2
 B Class,2019,21499,Automatic,14875,Petrol,145,45.6,1.3
 E Class,2019,25795,Automatic,11268,Diesel,145,72.4,2
 C Class,2017,18299,Automatic,36152,Petrol,145,50.4,2
 C Class,2019,31499,Automatic,3010,Diesel,145,57.7,2
 E Class,2018,22999,Automatic,13284,Diesel,145,72.4,2
 E Class,2018,24950,Automatic,999,Diesel,145,54.3,2
 C Class,2017,19999,Automatic,9453,Diesel,145,64.2,2.1
 E Class,2017,24299,Automatic,20000,Diesel,145,54.3,3
 C Class,2017,20799,Automatic,40355,Petrol,160,44.1,2
 B Class,2019,24499,Automatic,1700,Diesel,145,55.4,2
 E Class,2019,31995,Automatic,5853,Diesel,145,45.6,2
 V Class,2019,44999,Automatic,492,Diesel,145,36.2,2
 V Class,2019,46499,Automatic,999,Diesel,145,36.7,2
 E Class,2017,26995,Automatic,29900,Diesel,145,70.6,2
